title,publication_year,authors_list,doi,crossref_type,key
Improvement of cognitive function in schizophrenia with <i>N</i>-acetylcysteine: A theoretical review,2018,"Caitlin O. B. Yolland, Andrea Phillipou, David J. Castle, Erica Neill, Matthew E. Hughes, Cherrie Galletly, Zoe M. Smith, Paul S. Francis, Olivia M. Dean, Jerome Sarris, Dan Siskind, Anthony W. F. Harris, Susan L. Rossell",10.1080/1028415x.2018.1478766,journal-article,researchgraph.com/doi/10.1080/1028415x.2018.1478766
Humiliation and state anxiety as predictors of attenuated psychosis in a community sample,2023,"Wei Lin Toh, Stuart J. Lee, Tim Rancie, Phaybian Penita, Peter Moseley, Susan L. Rossell",10.1007/s12144-023-04490-8,journal-article,researchgraph.com/doi/10.1007/s12144-023-04490-8
Understanding and treating body dysmorphic disorder,2023,Susan Rossell,10.1016/j.psychres.2022.114980,journal-article,researchgraph.com/doi/10.1016/j.psychres.2022.114980
Theory of mind performance using a story comprehension task in bipolar mania compared to schizophrenia and healthy controls,2013,"Susan L. Rossell, Tamsyn E. Van Rheenen",10.1080/13546805.2012.725820,journal-article,researchgraph.com/doi/10.1080/13546805.2012.725820
Schizotypal Traits are Associated with Poorer Executive Functioning in Healthy Adults,2015,"Stephanie Louise, Caroline Gurvich, Erica Neill, Eric J. Tan, Tamsyn E. Van Rheenen, Susan Rossell",10.3389/fpsyt.2015.00079,journal-article,researchgraph.com/doi/10.3389/fpsyt.2015.00079
Psychotic disorders amid the COVID-19 pandemic: a consideration of risks and impacts,2022,"Eric Josiah Tan, Erica Neill, Susan Lee Rossell",10.1097/yco.0000000000000784,journal-article,researchgraph.com/doi/10.1097/yco.0000000000000784
Diffusion tensor imaging reveals no white matter impairments among adults with autism spectrum disorder,2015,"Melissa Kirkovski, Peter G. Enticott, Jerome J. Maller, Susan L. Rossell, Paul B. Fitzgerald",10.1016/j.pscychresns.2015.05.003,journal-article,researchgraph.com/doi/10.1016/j.pscychresns.2015.05.003
Clinical outcomes of deep brain stimulation for obsessive‐compulsive disorder: Insight as a predictor of symptom changes,2023,"Nicola Acevedo, Susan Rossell, David Castle, Clare Groves, Mark Cook, Peter McNeill, James Olver, Denny Meyer, Thushara Perera, Peter Bosanac",10.1111/pcn.13619,journal-article,researchgraph.com/doi/10.1111/pcn.13619
Cognitive remediation for schizophrenia: Clinician perspectives on implementation barriers and facilitators.,2024,"Rosalie Ariane Eva Altman, Maree Reser, Eric Josiah Tan, Susan Lee Rossell",10.1037/rep0000552,journal-article,researchgraph.com/doi/10.1037/rep0000552
A Neuroethics Framework for the Australian Brain Initiative,2019,"Adrian Carter, Linda J. Richards, Deborah Apthorp, Mostafa Rahimi Azghadi, David R. Badcock, Bernard Balleine, John M. Bekkers, Michael Berk, James A. Bourne, Andrew P. Bradley, Michael Breakspear, Alan Brichta, Olivia Carter, Anne Castles, Khaled Chakli, Sarah Cohen-Woods, Simon J. Conn, Jennifer Cornish, Kim Cornish, Greg de Zubicaray, Gary F. Egan, Peter G. Enticott, Bernadette M. Fitzgibbon, Cynthia Forlini, Alex Fornito, Lyn Griffiths, Judith Gullifer, Wayne Hall, Glenda Halliday, Anthony J. Hannan, Stefan Harrer, Alan Harvey, Chris Hatherly, Ian B. Hickie, Jeanette Kennett, Matthew Kiernan, Trevor Kilpatrick, Isabell Kiral-Kornek, Mayuresh S. Korgaonkar, Andrew J. Lawrence, Rick Leventer, Neil Levy, Julio Licinio, Nigel Lovell, Geoff Mackellar, Lynne Malcolm, Alice Mason, Jason B. Mattingley, Sarah E. Medland, Patricia T. Michie, Jess Nithianantharajah, John Parker, Jonathan M. Payne, Laura Poole-Warren, Pankaj Sah, Zoltan Sarnyai, Peter R. Schofield, Olga Shimoni, David H.K. Shum, Tim Silk, Mark Slee, Ashleigh E. Smith, Tina Soulis, Sharath Sriram, Greg J. Stuart, Jonathan Tapson, Matthew B. Thompson, André van Schaik, Nicole A. Vincent, Bryce Vissel, Allison Waters",10.1016/j.neuron.2019.01.004,journal-article,researchgraph.com/doi/10.1016/j.neuron.2019.01.004
Multimodal Emotion Integration in Bipolar Disorder: An Investigation of Involuntary Cross-Modal Influences between Facial and Prosodic Channels,2014,"Tamsyn E. Van Rheenen, Susan L. Rossell",10.1017/s1355617714000253,journal-article,researchgraph.com/doi/10.1017/s1355617714000253
A Systematic Review of Cognitive Impairments Associated With Kidney Failure in Adults Before Natural Age-Related Changes,2018,"Julia Brodski, Susan L. Rossell, David J. Castle, Eric J. Tan",10.1017/s1355617718000917,journal-article,researchgraph.com/doi/10.1017/s1355617718000917
Speech disturbances and quality of life in schizophrenia: Differential impacts on functioning and life satisfaction,2014,"Eric J. Tan, Neil Thomas, Susan L. Rossell",10.1016/j.comppsych.2013.10.016,journal-article,researchgraph.com/doi/10.1016/j.comppsych.2013.10.016
"Protocol for a systematic review of interventions targeting mental health, cognition or psychological well-being among individuals with long COVID",2022,"Lisa D Hawke, Eric E Brown, Terri Rodak, Susan Rossell, Chantal F Ski, Gillian Strudwick, David R Thompson, Wei Wang, Dandan Xu, David Castle",10.1136/bmjopen-2022-063846,journal-article,researchgraph.com/doi/10.1136/bmjopen-2022-063846
"Correction: Acevedo et al. Therapeutic Neurostimulation in Obsessive-Compulsive and Related Disorders: A Systematic Review. Brain Sci. 2021, 11, 948",2022,"Nicola Acevedo, Peter Bosanac, Toni Pikoos, Susan Rossell, David Castle",10.3390/brainsci12040450,journal-article,researchgraph.com/doi/10.3390/brainsci12040450
"‘Hey, how’s it going?’ The practical value of assessing quality of life in mental illness",2016,"Eric Josiah Tan, Susan Lee Rossell",10.1177/0004867416682835,journal-article,researchgraph.com/doi/10.1177/0004867416682835
Own-body perception in body dysmorphic disorder,2013,"Ryan A. Kaplan, Susan L. Rossell, Peter G. Enticott, David J. Castle",10.1080/13546805.2012.758878,journal-article,researchgraph.com/doi/10.1080/13546805.2012.758878
Let's Face It: Facial Emotion Processing Is Impaired in Bipolar Disorder,2014,"Tamsyn Elizabeth Van Rheenen, Susan Lee Rossell",10.1017/s1355617713001367,journal-article,researchgraph.com/doi/10.1017/s1355617713001367
Characterisation of body dysmorphic disorder (BDD) versus obsessive-compulsive disorder (OCD): In light of current DSM-5 nosology,2017,"Wei Lin Toh, David J. Castle, Susan L. Rossell",10.1016/j.jocrd.2017.01.002,journal-article,researchgraph.com/doi/10.1016/j.jocrd.2017.01.002
Body Image in Anorexia Nervosa: Body Size Estimation Utilising a Biological Motion Task and Eyetracking,2015,"Andrea Phillipou, Susan Lee Rossell, Caroline Gurvich, David Jonathan Castle, Nikolaus Friedrich Troje, Larry Allen Abel",10.1002/erv.2423,journal-article,researchgraph.com/doi/10.1002/erv.2423
Sex differences in the phenomenology of auditory hallucinations and delusions in a transdiagnostic psychosis cohort,2021,"Wei Lin Toh, Neil Thomas, Susan Lee Rossell",10.1016/j.ajp.2020.102469,journal-article,researchgraph.com/doi/10.1016/j.ajp.2020.102469
Building a neurocognitive profile of thought disorder in schizophrenia using a standardized test battery,2014,"E.J. Tan, S.L. Rossell",10.1016/j.schres.2013.11.001,journal-article,researchgraph.com/doi/10.1016/j.schres.2013.11.001
Delusional themes in Body Dysmorphic Disorder (BDD): Comparisons with psychotic disorders and non-clinical Controls,2020,"Susan L Rossell, Izelle Labuschagne, David J. Castle, Wei Lin Toh",10.1016/j.psychres.2019.112694,journal-article,researchgraph.com/doi/10.1016/j.psychres.2019.112694
Response to: Bryce and Allott – Cognitive screening: A significant unmet need in youth mental health. 30 minutes is too long!,2019,Susan L Rossell,10.1177/0004867419832652,journal-article,researchgraph.com/doi/10.1177/0004867419832652
Resting-State Amygdala Subregion and Precuneus Connectivity Provide Evidence for a Dimensional Approach to Studying Social Anxiety Disorder,2022,"Simone Mizzi, Mangor Pedersen, Susan L Rossell, Peter Rendell, Gill Terrett, Markus Heinrichs, Izelle Labuschagne",10.1101/2022.02.27.22271587,posted-content,researchgraph.com/doi/10.1101/2022.02.27.22271587
An investigation of gender differences in semantic processing in individuals with high schizotypy,2014,"Susan L. Rossell, Derina Chong, David A. O’Connor, John F. Gleeson",10.1016/j.psychres.2013.11.015,journal-article,researchgraph.com/doi/10.1016/j.psychres.2013.11.015
Investigating word associations in a schizotypy sample: Contrasting implicit and explicit processing,2013,"Erica Neill, Susan L. Rossell, Mariah Kordzadze",10.1080/13546805.2013.807727,journal-article,researchgraph.com/doi/10.1080/13546805.2013.807727
The Stroke and Carer Optimal Health Program (SCOHP) to enhance psychosocial health: study protocol for a randomized controlled trial,2016,"Catherine Brasier, Chantal F. Ski, David R. Thompson, Jan Cameron, Casey L. O’Brien, Nicola T. Lautenschlager, Graeme Gonzales, Ya-seng Arthur Hsueh, Gaye Moore, Simon R. Knowles, Susan L. Rossell, Rachel Haselden, David J. Castle",10.1186/s13063-016-1559-y,journal-article,researchgraph.com/doi/10.1186/s13063-016-1559-y
"The lived experience of long COVID: A qualitative study of mental health, quality of life, and coping",2023,"Colleen E. Kennelly, Anh T. P. Nguyen, Natasha Yasmin Sheikhan, Gillian Strudwick, Chantal F. Ski, David R. Thompson, Mary Bartram, Sophie Soklaridis, Susan L. Rossell, David Castle, Lisa D. Hawke",10.1371/journal.pone.0292630,journal-article,researchgraph.com/doi/10.1371/journal.pone.0292630
Saccadic Eye Movements in Anorexia Nervosa,2016,"Andrea Phillipou, Susan Lee Rossell, Caroline Gurvich, Matthew Edward Hughes, David Jonathan Castle, Richard Grant Nibbs, Larry Allen Abel",10.1371/journal.pone.0152338,journal-article,researchgraph.com/doi/10.1371/journal.pone.0152338
Fixel Based Analysis Reveals Atypical White Matter Micro- and Macrostructure in Adults With Autism Spectrum Disorder: An Investigation of the Role of Biological Sex,2020,"Melissa Kirkovski, Ian Fuelscher, Christian Hyde, Peter H. Donaldson, Talitha C. Ford, Susan L. Rossell, Paul B. Fitzgerald, Peter G. Enticott",10.3389/fnint.2020.00040,journal-article,researchgraph.com/doi/10.3389/fnint.2020.00040
Is Body Dysmorphic Disorder Associated with Abnormal Bodily Self-Awareness? A Study Using the Rubber Hand Illusion,2014,"Ryan A. Kaplan, Peter G. Enticott, Jakob Hohwy, David J. Castle, Susan L. Rossell",10.1371/journal.pone.0099981,journal-article,researchgraph.com/doi/10.1371/journal.pone.0099981
Depressive symptoms are specifically related to speech pauses in schizophrenia spectrum disorders,2023,"Eric J. Tan, Erica Neill, Jacqui L. Kleiner, Susan L. Rossell",10.1016/j.psychres.2023.115079,journal-article,researchgraph.com/doi/10.1016/j.psychres.2023.115079
"Response: Anorexia nervosa, more than a body image disorder",2018,"Andrea Phillipou, David J Castle, Susan L Rossell",10.1177/0004867418758921,journal-article,researchgraph.com/doi/10.1177/0004867418758921
Decreased Response to Positive Facial Affect in a Depressed Cohort in the Dorsal Striatum During a Working Memory Task—A Preliminary fMRI Study,2019,"Peter Goodin, Gemma Lamp, Matthew E. Hughes, Susan L. Rossell, Joseph Ciorciari",10.3389/fpsyt.2019.00060,journal-article,researchgraph.com/doi/10.3389/fpsyt.2019.00060
Clinical recommendations for the care of people with treatment-refractory obsessive-compulsive disorder when undergoing deep brain stimulation,2022,"Nicola Acevedo, David Castle, Clare Groves, Peter Bosanac, Philip E Mosley, Susan Rossell",10.1177/00048674221100947,journal-article,researchgraph.com/doi/10.1177/00048674221100947
Insight in body dysmorphic disorder (BDD) relative to obsessive-compulsive disorder (OCD) and psychotic disorders: Revisiting this issue in light of DSM-5,2017,"Wei Lin Toh, David J. Castle, Rachel L. Mountjoy, Ben Buchanan, John Farhall, Susan L. Rossell",10.1016/j.comppsych.2017.06.004,journal-article,researchgraph.com/doi/10.1016/j.comppsych.2017.06.004
Classification of eating disorders: comparison of relative prevalence rates using DSM-IV and DSM-5 criteria,2015,"Serafino G. Mancuso, J. Richard Newton, Peter Bosanac, Susan L. Rossell, Julian B. Nesci, David J. Castle",10.1192/bjp.bp.113.143461,journal-article,researchgraph.com/doi/10.1192/bjp.bp.113.143461
Cross-diagnostic cognitive heterogeneity in body dysmorphic disorder and obsessive-compulsive disorder,2021,"Amy Malcolm, Toni Pikoos, David J. Castle, Susan L. Rossell",10.1016/j.jbtep.2021.101674,journal-article,researchgraph.com/doi/10.1016/j.jbtep.2021.101674
Emotional discomfort mediates the relationship between self-efficacy and subjective quality of life in people with schizophrenia,2019,"Stuart J. Lee, Richard Lawrence, Shayden Bryce, Jennie Ponsford, Eric J. Tan, Susan L. Rossell",10.1080/09638237.2019.1581355,journal-article,researchgraph.com/doi/10.1080/09638237.2019.1581355
Have we overlooked the significance of multinodal hallucinations in schizophrenia?,2019,"Wei Lin Toh, Simon McCarthy-Jones, David Copolov, Susan L. Rossell",10.1016/j.psychres.2019.06.018,journal-article,researchgraph.com/doi/10.1016/j.psychres.2019.06.018
Insights to the schizophrenia continuum: A systematic review of saccadic eye movements in schizotypy and biological relatives of schizophrenia patients,2017,"Jessica B. Myles, Susan L. Rossell, Andrea Phillipou, Elizabeth Thomas, Caroline Gurvich",10.1016/j.neubiorev.2016.10.034,journal-article,researchgraph.com/doi/10.1016/j.neubiorev.2016.10.034
Auditory verbal hallucinations and childhood trauma subtypes across the psychosis continuum: a cluster analysis,2021,"M. J. H. Begemann, I. E. Sommer, R. M. Brand, P. P. Oomen, A. Jongeneel, J. Berkhout, R. E. Molenaar, N. N. Wielage, W. L. Toh, S. L. Rossell, I. H. Bell",10.1080/13546805.2021.1925235,journal-article,researchgraph.com/doi/10.1080/13546805.2021.1925235
Verbal and visual learning ability in patients with treatment-resistant schizophrenia: A 1-year follow-up study,2023,"Urska Arnautovska, Kathryn Vitangcol, James P. Kesby, Nicola Warren, Susan L. Rossell, Erica Neill, Anthony Harris, Cherrie Galletly, David Castle, Dan Siskind",10.1016/j.scog.2023.100283,journal-article,researchgraph.com/doi/10.1016/j.scog.2023.100283
Examining relationships between state and trait psychotic symptoms and quality of life in schizophrenia spectrum disorders,2022,"Eric Josiah Tan, Wei Lin Toh, Susan Lee Rossell",10.1016/j.psychres.2022.114450,journal-article,researchgraph.com/doi/10.1016/j.psychres.2022.114450
The contribution of multidimensional perfectionism and aesthetic sensitivity to the prediction of dysmorphic and symmetry concerns in a community sample,2022,"Wei Lin Toh, Madeleine Mangano, Sandy Lam, Susan L. Rossell",10.1016/j.crbeha.2022.100079,journal-article,researchgraph.com/doi/10.1016/j.crbeha.2022.100079
Formal thought disorder and neurocognition in schizophrenia: The question of individual mechanisms,2017,"Eric Josiah Tan, Susan Lee Rossell",10.1016/j.schres.2017.03.039,journal-article,researchgraph.com/doi/10.1016/j.schres.2017.03.039
Anhedonia and Anorexia Nervosa: A Neurocognitive Perspective,2014,"Charlotte Keating, Susan L. Rossell",10.1007/978-94-017-8610-2_8,book-chapter,researchgraph.com/doi/10.1007/978-94-017-8610-2_8
The influence of the glutamatergic system on cognition in schizophrenia: A systematic review,2017,"Elizabeth H.X. Thomas, Kiymet Bozaoglu, Susan L. Rossell, Caroline Gurvich",10.1016/j.neubiorev.2017.04.005,journal-article,researchgraph.com/doi/10.1016/j.neubiorev.2017.04.005
An investigation of a novel transdiagnostic model of delusions in a group with positive schizotypal symptoms,2013,"Clare Cameron, Ryan A. Kaplan, Susan L. Rossell",10.1080/13546805.2013.836478,journal-article,researchgraph.com/doi/10.1080/13546805.2013.836478
Is the needle as risky as the knife? The prevalence and risks of body dysmorphic disorder in women undertaking minor cosmetic procedures,2021,"Toni D Pikoos, Susan L Rossell, Nicky Tzimas, Simone Buzwell",10.1177/0004867421998753,journal-article,researchgraph.com/doi/10.1177/0004867421998753
"Multidimensional Perfectionism and Facial Symmetry, Attractiveness and Approachability: Comparing Those With High Versus Low Dysmorphic Concerns",2023,"Wei Lin Toh, Sandy Lam, Madeleine Mangano, Susan L. Rossell",10.1177/00332941231205274,journal-article,researchgraph.com/doi/10.1177/00332941231205274
Empirical Evidence for Cognitive Subgroups in Body Dysmorphic Disorder,2020,"Amy Malcolm, Sarah N. Brennan, Sally A. Grace, Toni D. Pikoos, Wei Lin Toh, Izelle Labuschagne, Ben Buchanan, Ryan A. Kaplan, David J. Castle, Susan L. Rossell",10.1101/2020.06.29.20143073,posted-content,researchgraph.com/doi/10.1101/2020.06.29.20143073
